352823276889837570	590337731	0	My retake is next Friday, if I bloody fail again then my doc is going to need to up my fluoxetine and amitriptyline dosages again! :L
339867818843594756	246979971	0	@DoctorChristian scared to start fluoxetine, what's you're opinion on them? Xx
349294537367236611	149749939	0	@IntuitiveGal1 ok, if you stopped taking the Lamictal, give 90mg a week.
354256195432882177	54516759	0	Novartis announces secukinumab (AIN457) demonstrated superiority to Enbrel® in head-to-head Phase III psoriasis study .…
352456944537178112	1267743056	1	"U wailed all night; now y'r disembodied sobbing all damn'd day, ghost?" • EFFEXOR-XR®DISCONTINUATION SYNDROME AIN'T EXACTLY HEAVEN, ANGEL
332479707004170241	273421529	0	@irapaps you're so fucking selfish. I've got Lamotrigine! No more fat pills :)
340660708364677120	135964180	1	Not that anyone noticed, but my #ambienwithdrawl only lasted a few days. Why? Because I got another scrip. I need it while I'm on Levaquin.
341588695440310272	441200014	0	Oh. I thought the Cymbalta commercial was a joke honestly...
344189055308816384	221310328	0	@C4Dispatches Eeeeek. Just chucked my Victoza in the bin. I will take my chances with the diabetes #diabetes
345005092166041600	1041578714	0	At the Cypriot art and archaeology exhibition at the @NicholsonMuseum. Love the Cypro-Archaic bird jugs! Never seen anything like them.
331692494251233280	473227126	0	Some fantastic talks at this years #PRIMO17. Lots of new work on impacts of fluoxetine in the aquatic environment #prozac #Antidepressants
342307173931565056	55270931	0	I have my appointment set to start the Humira on June 13. I have done well on biologics before (Remicade)- hopefully will again. :-)
341968749362044928	268327984	0	@helloimmarta @prozac @SWIM_DEEP you guys don't even know what we're doing for you. Maaaad.
344708497079930881	1450306266	0	@alyseisspecial I take seroquel in day wanna be my friend have to reply to me for me to notice it I get free long distance
353079130692124672	278930750	1	Finding out I'm allergic to fluoxetine was a bit of a shock tho. Mind, only someone from yorkshire could be actually allergic to prozac
342167935994978304	326555108	0	I'm up like I don't have an EOC in the am...but that's what vyvanse is for lol.
344965474938920960	29134516	1	@TheBloggess your lucky! I have to do infusions of remicade for my RA. I would happily do humera or enbrel if it didnt make me stop breathin
326697058226552832	158119360	0	Fun Facts: Do you know what Meds are R for Mania? Currently #FDA approved: #quetiapine AKA #Seroquel
340331305743036416	490134701	0	Ohhh. Nicotine, Valium, Vicodin, marijuana, ecstasy and alcohol. C-c-c-c-c-cocaine!
353457544628408321	715523102	0	Denosumab Solves Puzzler Apropos of Chine Losses In favor Mankind Not to mention Prostate Nevus: .NAt
350283107980681217	184631461	0	Report on Fanapt :)
351617714722316288	1236467078	1	Off to see the gi consultant this week. Hope theres something other than humira to try as not working also hair falling out.
340233616799965184	63626725	0	all my niggas keep ah sig no nicotine
348304709448261633	457960041	0	Yes I do have a bedtime but it is granted to me by Effexor XR
347067892812103681	493123841	0	Pradaxa manufacturer confirmed reports of 260 fatal bleeding cases worldwide that had occurred in a period of three years. 1.888.520.5202.
351389550024724482	324601283	0	@rawarrior have had no response on double and triple treatments. Have exhausted humors, enbrel, and now on this. Recently taken out of work
348049441334366209	114526987	0	Ann had a Tysabri infusion & an interview/medical with ATOS regarding DLA. Guess which experience was least joyful? http://bit.ly/19Xs5i2 
345081196281200640	744073868	0	Only my third all-nighter this week. Fuck you Drexel…. but thank you vyvanse and coffee
352280820674863104	191275156	0	Trazodone. they gave this to my son as a sleep aid. Did any of these "drs" see the latest research on antidepressants and bipolar? #bipolar
345236859217141760	160330173	0	Walking around the north side with a cooler full of Humira syringes #crohnsproblems
340624255521804289	345964998	0	Baclofen really is for recovering alcoholics.
340510912131776514	221049630	0	@prozac aw no pls don't :(
350826068942389249	45346787	0	I totally forgot to give myself an enbrel injection today...awesome...#fail
340555995413614592	30111878	0	A comer bananas! :) RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.
340556017152712704	297875114	0	"Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” Woohoo more bananas for me! #fb
340382619596365825	454200473	0	#Prozac come and help me please!
348345309191090176	104294620	0	Cipro is where u register ur business it's in pretoria,I was in Zeerust @ the time.
327580098863702018	1216892089	0	Ciprofloxacin has its speech situation up-to-datish independent sectors on the side passion grassy, offhanded su:
354302789393989632	52432231	0	My favorite band member of PUNS AND ROSES is PAXIL ROSE.He's a musical fucking Guinness.
344629150499348480	387835254	0	Putting things off until you get your Vyvanse.
332155628934017025	537455918	0	@wildjacques I've got some Prozac lol
340384791625072640	118896438	0	I got that kind of headache only nicotine can cure.
342497737536831489	389725115	0	i'm getting frustrated with even video games and a 4.0 paper thanks to my vyvanse wearing off. Goodnight
326393333066919936	20990898	0	NO, NOT ALWAYS @Soph831: @DoctorChristian Do you always get side-effects with Fluoxetine?
343011228425273344	99207792	0	Gonna ask to return to Lexapro bc Cymbalta not workin, also bc busking profits plummeted when I could no longer play crotch like steel drum
352961208841809921	14726357	0	@ElizabethMelle Cipro is rough on everyone I think. Did you acquire a traveler's illness?
333940911522344960	80959341	0	No intravenous meds woop woop just 2 weeks of levofloxacin and minocycline tablets
345382917784084480	1310331102	0	"CYMBALTA (Duloxetine hydrochloride)... This should be fun... NOT...!!!"
340562746762489856	32400826	0	@alldaysmith I covet your Bombay Sapphire....I can only afford Lidl own brand at the moment. And I'm not allowed gin and Prozac....
340460142325817345	30665678	0	Katie: Michael looks depressed Kate: Cymbalta can help! @Katie_9411 @KateFouuust @gabby_osteen
349350801463971843	260548786	0	What untaking? Quetiapine or Trazodone? RT @MzAnonymousB: Hoping these meds work for my insomnia
340451551766274049	600981465	1	@evann_lfc yea still a vampire as still on cipro wbu? Xx
342313735920160769	34106432	0	What happened with #MS is that Tysabri assoc w a serious deadly side effect,FDA pulled it,patient outcry brought it back @GoodmanBrenda
349620274334932994	566294953	0	@iron_mans_hoe ohhh, fluoxetine won't help for that ffs they're such idiots
348111410108178433	18606951	0	Off Paxil, back on Zoloft & cutting down. Also, cutting down my klonopin. Moving in the right direction. #progress #medtalk
341981313160593408	35434150	0	This years finals brought to you by Vyvanse.
345284872354541569	456705802	0	@hayleyh79 @PArthritis wow theyre switching me from 8 tabs to injections... Cant get Humira here unless the Welsh Gov say yes lol ....
341727325035040768	1272340308	0	@burrddzzz aww :( ... i really miss calling you out n saying you were on vyvanse lmao
331046914051174400	1174143866	0	slutty ofloxacin
352109463978778625	14822935	0	@Xarelto how much do you charge for this drug? Fascinated by the names but less with the $$. #singlepayernow
329968406700904450	160053364	0	Alendronate + Cholecalciferol = Fosavance #Memorization
328929171562692609	301842486	0	Zoledronic acid linked to early increase in sclerostin levels: (HealthDay)—Women with postmenopausal osteoporosis treated with zoledr...
348756057201451008	273912739	0	New study suggests High-tech Enbrel no more effective than a cocktail of generic meds in rheumatoid arthritis http://m.europe.wsj.com/articles/a/SB10001424127887324634304578539820933391866?mg=reno64-wsj …
332679101460647937	424611425	0	You are the light at the end if my tunnel and the cup to my Stanley. #Cymbalta
342742578514497536	65758417	0	Either I'm exhausted or this Paxil is working WONDERS cuz I ain't mad about shit
349114543420616704	21572529	0	No definitive recommendation on how/whether #cardioversion can be done on apixaban - SH Hohnloser #ehraeuropace
342275097945587713	39166405	0	"Why is she so talkative, is she on Paxil?" @Nnicole_Marie HAHAHAHAH
344154863434878976	474460494	0	Xarelto is the perfect example of how the pharmaceutical industry works
341630754175983616	180789461	0	@FrancisWalter Osteoporosis needs a cure. My mom suffered from it and I have it myself. I take Prolia twice a year. Grateful for that option
329293282981081089	624198613	0	@Tooba_Sd I found clozapine to be the most sedating, what dose of olanzapine were you on?
340557387297611776	20304983	0	“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.”@JVidles we need some
354207890338357249	625348364	0	@siphohotstix I hv a TV show idea which company do I register my rights with? Cipro etc @siphohotstix
344850903569948672	626092844	0	@kystikata Puts a lozenge in my mouth and feeds it to you BY KISSING YOU
343031253072764928	495336355	1	@jordantaylor068 yeah, I'm on vyvanse and sometimes I have to be reminded to eat because I just forget.
341541504717840384	20872344	0	I hate being on cipro when it's sunny #cfproblems #rashy
343018659301711873	357291347	0	This #HUMIRA shot has me feeling like a normal human .. No pain no inflammation no nothinggggh #RAproblems
349564014533152768	575930104	0	a cedarwood is a creeper: lozenge-shaped, yet ungodlike
326663283228684288	296786819	0	Compston - women on 5 years alendronate have reduced risk of vertebral fracture, if ALN continued for further 5 years ^CN #Rheum2013
354302147036319744	84437614	0	@anwen ah I'm on 600mg quetiapine but as an anti psychotic. Not heard of those other two. Thanks.
331455785504751616	88166476	0	Hey, Hipsters, haven't you heard? Quetiapine is the new MDMA. #bipolarlifestylechoice
340273689348149249	203349923	0	My dad keeps saying he's need Prozac for his ADD.... I have reminded him 4 times that he means Adderall and he just can't seem to grasp it.
332457934212702208	517038027	0	@brofroradio @1035KISSFM Effexor works for my anxiety... no oooo weeeee needed! Lol ;)
342018128718479361	276770963	0	@dedemarieex3: #MyBoyfriendNotAllowedTo "vent" to other female ? wtf she aint dr.phil nor a therapist ? depressed ? get cymbalta."”
340555162638757888	54638986	0	“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” Not @english_frankie
341884537510457344	237815983	0	the worst possible day of the week to forget my vyvanse..... what do you know, I forgot my vyvanse. #todayisdoomed 
340555170989621248	350559938	0	@Yo_LoLoLo “@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.”
344711791005290496	49414915	0	By the way @MixWithSprite U no I understand the vyvanse life I took a 70 and I was goin BAHAA
344827002508939264	1183956242	1	Geez this vyvanse makes me talk a mile a minute haha
348488427202826240	963654655	0	Perks of taking fluoxetine.. Caffeine tolerance is so low, I had 12oz of coffee and my hands are shaking so much I can't clean tubes.
342691695672057856	1460971	0	@Kirkby007 I believe that one is Tysabri. I was told same about Humira and cimzia so not sure what will happen.
327326580835774464	313670239	0	@ihateballoons that happens every time I take... trazodone? I think it was trazodone.
348111257511002112	515713247	0	TIP: My 5 item health kit for distant lands: Cipro (gut), Z Pak (chest), Pepto (stomach), Purell (germs), Advil (hangovers). #TravelSkills
333282708300132352	20462538	0	@ETPC1 all anti depressants have a chance of that happening, I don't think Paxil is much higher.
340180531025174528	1258552824	1	my nigga dante addicted to that nicotine
333439746632196097	72595000	0	@preesi Yes to depression and anxiety. Was on Cymbalta had to stop for chemo. Worked ok but would have liked better. Seeing dr soon 4 new 1
328480456049819649	125303724	0	Install Star Wars: Knights of the Old Republic II (The Sith Lords) today or not? :-/ #starwars #lazysunday #olanzapine
344084347239944192	23578153	1	Feeling a little dizzy from the quetiapine I just popped!
344230350001684480	485835908	0	Cymbalta where r u?
342345314411352064	365706814	0	Thanks for helpin' me clean and vacuum out my car vyvanse 
349829681241010176	22717141	0	For causal inference, the VRA debate raises question of effect under treatment ("Prozac") vs effect after treatment ("Cipro").
333104075128332288	15055035	0	@Ardiril Yeah, I ran out halfway through the week and forgot to put the new bottle into my organizer. Metoprolol. Better now.
352982785939603456	838596948	0	Sorry guys, the fluoxetine isn't working.
332166258600591361	42265339	1	The 100mg tabs of trazodone my gp prescribed are too much, now that I don't take them every night. Still zombieish after an hour awake.
345176048679411713	621347629	0	So glad I had this vyvanse ! To work I go !
341896796290822145	424298466	0	85mg of vyvanse should help me pass
340799069637201920	893347578	0	#Pavosic was used BID in patients with neuropathic pain taking Lyrica™ alone or with Cymbalta. This addition provided more pain relief.
341063958020620290	27217483	0	i need a lozenge
350662487965839360	172880398	0	Nigga + paxil = Nigga please .....
329167049882492929	339220082	0	@Gingersquirrel ...could mean I'm going high again. But I have extra quetiapine I can take, just in case.
345470115325808640	240094239	0	sCTX & P1NP thru Yr7: 1st inj Denosumab after 3y PBO lead to rapid, good suppression. Sustained. #EULAR2013 #osteoporosis
342498476313174016	1446418344	0	Don't say no to pills! Latuda won't kill!
340740174638092288	720961260	1	@stacymadern thats the prob with Zyprexa its for ppl with Bi-Polar or Schizophrenia its really strong when you wake up your drowsy for 6 hrs
340314658189766656	297235907	0	104.) This is a pic of me during my depression... Spikey dread curls... Heavy Metal... PROZAC. Bass Guitarpic.twitter.com/DompMwdVbT
353620354448633857	24925566	0	Godsdamnit, I've actually started to fear 10pm now. Fucking venlafaxine.
349139925746192384	245484569	0	@FerryCorsten @FerryCorstenCC #ListenersChoice #CorstensCountdown 313 Zehavi & Rand - Paroxetine (Majera Remix) Hopefully not played :D
352461993740996608	86295814	0	Vyvanse for work is such a good idea damn
343010478882181120	375110726	0	? From an #crohnie: have any of u experienced weight gain on humira? And why? Notice u eat more or eat the same but just gaining weight?
354334544473751552	339220082	1	Since quetiapine's messed with my prolactin levels, making my boobs humungous & my bras so expensive, I want a lingerie component to DLA.
340518863194181632	221049630	0	@prozac someday though...
340290256198836225	130824183	0	Things I would give up for a #Heat loss tonight: Nicotine, Secret Obsession of Bubble Gum Pop music, TMZ, and The Voice. #NBAPlayoffs
352897491672375298	14185809	0	According to old attractive actresses all women need to do is eat Activia and take Boniva
340361333461643264	830185352	0	"@RaeeLovesJays: I wanna stop smoking so bad" nicotine feen
348349585070108674	244856847	0	3) Oh, Will, you poor man, they put you on Effexor. Which, as it happens, is actually an antidepressant. Fact check, guys. #TheNewsroom
333074315740332032	847714933	0	@oliviaGTFO DEPRESSION HURTS, CYMBALTA CAN HELP
340560083417186305	437025159	0	I like the colour of Fluoxetine capsules.
331878904879009793	448843523	0	@sargoldilocks ah nicotine lozenges got me off smoking. It broke the "cig in hand" habit, that's the worst part I found.
332375872763998209	19741858	0	@janhopis no, I was (and am) on venlafaxine. I have a non-problematic heart arrhythmia, so I guess that's when it's problematic...
347917289749876738	495060869	0	Cipro is poison and Big Pharma knows it
332455402979610624	193278438	0	@willentrekin I had a physician comment it would be better for my seizures if I lived in a medical m. state instead of the lamictal.
341178969535705088	386313872	0	@arioch1970 < Seroquel - at high doses its for psychotics at a low dose it helps anxiety, depression & insomnia. 25mg I can finally sleep.
332596527031783425	1184814187	1	@stark3923 cipro has a known warning of weakening the Achilles tendon. ...
330744100888387585	234565971	0	treatment: 1) antibiotic therapy: cotrimazole, ciprofloxacin,cephalosporin,amoxycillin
349468860673572864	23036640	1	Screw you Paxil! You do wonders for anxiety but you make me a ultra lightweight
350019654330220549	1522959193	0	@Anak_Bijak I see you talked about Latuda a while back. I just started on it last week. Has your experience with it been positive?
327263948686643200	1367532704	0	@thinprettybones not everyone gains wt when they quit. Some meds that help you quit (Zyban & Nicotine lozenge) prevent wt gain.#quitsmoking
346631270186491905	80910941	0	"The diagnosis of depression didn’t become popular in Japan until Glaxo-SmithKlein got approval to market Paxil in the country." - Ibid.
341372550980460544	233358828	0	@DrJenGunter T3 Many drugs (eg Cymbalta) already approved 4 use in other dxs, but comp's want add'l approval so they can advertise it #hcsm
333070096962560003	236149905	0	has my seroquel kicked in yet
340451921804550144	464579148	0	Can't listen to these American bints at the table next to me go on about how Prozac is clearing their 'anxiety' of life any longer
348292912972443648	16286112	0	Going to the store for some hypnotic drinks to wash this Seroquel down with ;)
354450476751790080	1236808052	0	also my dildo and buttplug which i will probably never use again now that im on lamictal and lithium :|
340261355691069440	61271528	0	@chubachups it was mega hard. Glad on the up now. Had to agree wiv doc that i went on prozac cus that womem.sucked me.dry until o cracked x
340585242148630528	792459104	0	Lidocaine is my savior right now! It's the ultimate throat lozenge! #dontsharecigars
349587007296651264	32430440	0	RT: If you’re using #Humira today. Learn how @Vic_D_x is teaming up to fight back pic.twitter.com/sFPpTOqw #TeamCrohns
330125315923931137	416446266	0	@Atomic_Moog as long as it's not paroxetine amirite? #fyantidepressanthumour
330739551385575425	364968711	0	Marketing Idea: fluoxetine & docusate sodium. Brand Name "relaxatives"
341730155456237569	310519712	0	I've got vyvanse for anyone in summer summer school
341370672146169856	142127305	0	id get back on prozac just for the weight loss
344268787182338049	249388104	1	Also, yay addiction. It's drugs i need for living, but it's still dependance. every time i get a "paxil headache" i realize this. oh well.
349202411392491520	311803232	0	wooooo finally got levaquin!!! so pumped finally I'm gonna get better #monthlongsickness
343376785108512769	23797717	0	My rheumatic doc said I could take baclofen and norflex together (both are muscle relaxants). I took both, though an hour apart, earlier...
348415486138134530	1262776610	0	Antipsychotic drugs such as Zyprexa, Risperdal & Seroquel place the elderly at increased risk of strokes & death http://bit.ly/jlhyVy 
346779875014754304	754355587	0	My humira shots need to come NOW. #sosick
342220465407930370	1591341	0	@Zymymar it seems to be having an effect already. Took Zoloft in 2000, and Effexor XR in 2006-2008. This was my specific choice.
347464698217775104	134025268	0	Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity. http://nej.md/11MAcpw 
346595134428827649	143408276	0	Oops, thought I had plenty of Pristiq left, realised I actually only have 2 days worth left. Luckily I can go to the pharmacy tomorrow!
353708591380832257	561853764	0	Why is there a full four-page medical guide for Xarelto tablets in my *TV* guide issue? Somethin' ain't right here.
340556629948895232	1267257498	0	"@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac." To bad I hate bananas
354281812417200130	468443315	0	Xarelto: Encouraging men to order something new at the diner and take a wrong turn, cuz fuck that.
